SL Target,SEQID,Module,Primary Target,Exposure (s),RA,DEC,PA,,In old sheet?,Notes
GX 3+1,40101001002,B,Arches_cluster,1.07189E+05,266.4262,-28.8427,338.7261,2,Y,Complex
GX 3+1,40101001004,B,Arches_cluster,1.07856E+05,266.428,-28.8416,339.6101,2,Y,Complex
GX 3+1,40112001002,A,GCR_Block_A1,1.03300E+05,266.2055,-28.7884,159.8636,0,Y,Strong SL
GX 3+1,40112002002,A,GCR_Block_A2,1.01217E+05,266.156,-28.8126,159.8767,0,Y,Strong SL
GX 3+1,40112003002,A,GCR_Block_B1,5.55343E+04,265.7663,-29.4621,156.2592,0,Y,"Multiple, strong SL"
GX 3+1,40112004001,A,GCR_Block_B2,5.33758E+04,265.8476,-29.4843,156.3702,2,Y,"Lots of overlapping sources, two strong ones"
GX 3+1,40501005002,A,G0d13m0d11,9.90342E+04,266.6193,-28.8495,154.7414,0,N,Source at edge of FoV + ghost rays
GX 3+1,40501005002,A,G0d13m0d11,9.90342E+04,266.6193,-28.8495,154.7414,0,N,Source at edge of FoV + ghost rays
GX 3+1,60061279002,A,GRS1734m292,2.02926E+04,264.3462,-29.1582,336.5919,0,Y,Multiple
GX 3+1,60301010002,A,GRS_1734m292,2.60203E+04,264.3939,-29.1035,174.934,2,Y,"Multiple faint ones in addition to GX 3+1, hard to tell"
GX 3+1,80001046002,B,IGRJ17454m2919,2.94087E+04,266.3387,-29.3549,337.8242,1,Y,GR + multiple SL
GX 3+1,80002017002,A,GRO_J1744m28,2.86689E+04,266.176,-28.7049,152.6024,,Y,Single
GX 3+1,80101050002,B,GRS_1739m278,4.33830E+04,265.641,-27.7613,338.0784,2,Y,Complex
GX 3+1,80102101002,B,GRS_1739m278,2.71372E+04,265.6441,-27.7655,336.9233,2,Y,Strong SL (multipel on FPMA)
GX 3+1,80102101004,B,GRS_1739m278,2.58994E+04,265.6375,-27.7659,338.4377,2,Y,Strong SL (multipel on FPMA)
GX 3+1,80102101005,B,GRS_1739m278,2.70232E+04,265.6167,-27.777,339.6481,1,Y,Strong Sl
GX 3+1,80202013003,A,XTE_J1810m197,4.09297E+04,272.4949,-19.7018,156.4938,0,Y,Two sources
GX 3+1,80202013005,A,XTE_J1810m197,3.89414E+04,272.4947,-19.6937,154.5517,0,Y,Two sources
GX 3+1,80202013005,A,XTE_J1810m197,3.89414E+04,272.4947,-19.6937,154.5517,0,Y,Two sources
GX 3+1,80202027002,A,GRO_J1744m28,2.88227E+04,266.1676,-28.7043,153.0917,2,Y,Strong SL
GX 3+1,90001005002,B,IGRJ17544m2619,7.92522E+04,268.6311,-26.3045,155.0719,2,Y,Multiple SL sources
GX 3+1,90101012002,B,AX_J1745d6m2901,4.51137E+04,266.3794,-29.0565,331.6388,1,Y,Strong SL
GX 3+1,90101022002,A,Swift_J174540d7m290015,3.38493E+04,266.4425,-28.9864,152.7714,1,Y,"Bright primary, but SL"
GX 3+1,90201026002,A,SWIFT_J174540d2m290037,4.90257E+04,266.4368,-28.9935,193.8349,0,Y,"Strong primary source, GR there on A"
GX 3+1,90402313002,A,Swift_J1756d9m2508,3.94761E+04,269.2632,-25.0777,149.8023,1,Y,SL and streak!
GX 3+1,90402313002,B,Swift_J1756d9m2508,3.94761E+04,269.2632,-25.0777,149.8023,1,Y,SL and streak
GX 3+1,90402313004,A,Swift_J1756d9m2508,6.09782E+04,269.2882,-25.0523,157.7821,0,Y,SL+streak
GX 3+1,90402313004,B,Swift_J1756d9m2508,6.09782E+04,269.2882,-25.0523,157.7821,1,Y,SL and streak
GX 3+1,90501329001,A,Swift_J1756d9m2508,3.77377E+04,269.2492,-25.1449,293.1174,1,Y,Strong SL (more on FPMB)
GX 3+1,90501329001,B,Swift_J1756d9m2508,3.77377E+04,269.2492,-25.1449,293.1174,0,Y,Strong SL
GX 3+1,90501343002,A,XTE_J1739m285,2.73145E+04,264.9419,-28.5278,337.432,0,N,Complex
GX 3+1,90501343002,B,XTE_J1739m285,2.73145E+04,264.9419,-28.5278,337.432,0,N,"Strong source, SL in FPMB"
GX 3+1,90601307002,A,XTE_J1739m285,2.91671E+04,264.989,-28.4662,153.9091,0,N,Weird pattern on FPMB
GX 3+1,90601317002,A,GRS_1741d9m2853,2.84076E+04,266.2841,-28.8741,162.9486,1,N,Single SL
GX 301-2,30201023002,A,RT_Cru,5.82154E+04,188.7569,-64.5404,122.4008,1,Y,Strong SL source
GX 340+0,30001008002,B,IGRJ16393m4643,5.05785E+04,249.8301,-46.6566,295.0558,NA,Y,Strong SL
GX 340+0,30001012002,A,NuSTARJ163433m473841,1.65999E+04,248.6712,-47.6363,171.983,0,Y,SL and ghost rays
GX 340+0,30001016002,A,4U1630m47,2.20718E+04,248.5333,-47.3794,164.6452,0,Y,Strong SL (?? on FPMB)
GX 340+0,30001017002,A,CXOUJ163515d1m472304,4.98337E+04,248.8967,-47.3835,210.3881,0,Y,Strong SL (?? on FPMB)
GX 340+0,30001033002,A,CXOUJ163750d8m465545,5.19864E+04,249.4897,-46.9014,145.8254,0,Y,"Two SL, one unident"
GX 340+0,30002021002,B,HESSJ1640m465,6.39228E+04,250.1049,-46.5762,353.7407,0,Y,Slice of SL
GX 340+0,30002021027,B,HESSJ1640m465,2.03526E+04,250.1477,-46.5523,344.3607,0,Y,"Slice on B, corner on A"
GX 340+0,30002021044,B,HESSJ1640m465,4.58966E+04,250.1644,-46.5468,335.5907,2,Y,"Sliver of SL, corner on A"
GX 340+0,30101026002,A,IGR_J16320m4751,4.98938E+04,248.0277,-47.9039,259.7757,0,Y,Strong SL
GX 340+0,30101026002,B,IGR_J16320m4751,4.98938E+04,248.0277,-47.9039,259.7757,0,Y,Single
GX 340+0,30102054002,A,IGR_J16493m4348,2.26287E+04,252.3172,-43.8441,335.0416,0,Y,Strong SL (multiple)
GX 340+0,30102054004,A,IGR_J16493m4348,3.12284E+04,252.3124,-43.8455,338.8186,1,Y,Multiple SL sources
GX 340+0,30102054006,A,IGR_J16493m4348,2.15611E+04,252.3469,-43.8361,342.8928,1,Y,Multiple SL sources
GX 340+0,30160001002,A,CXOUJ163709d7m473157,5.04372E+04,249.3137,-47.5722,267.7851,0,Y,Strong SL
GX 340+0,30160001002,B,CXOUJ163709d7m473157,5.04372E+04,249.3137,-47.5722,267.7851,2,Y,GX 340+0 and an unident source on B
GX 340+0,30160002002,A,CXOUJ163543d2m473411,9.95126E+04,248.9436,-47.5917,261.9558,0,Y,Strong SL
GX 340+0,30160002002,B,CXOUJ163543d2m473411,9.95126E+04,248.9436,-47.5917,261.9558,2,Y,GX 340+0 and an unident source on B
GX 340+0,30160003002,A,CXOUJ163601d2m474853,7.89822E+04,249.0412,-47.8403,244.4634,0,Y,Strong SL
GX 340+0,30160003002,B,CXOUJ163601d2m474853,7.89822E+04,249.0412,-47.8403,244.4634,2,Y,Two sources
GX 340+0,40001022002,A,CXOUJ163802d6m471358,1.02819E+05,249.5341,-47.2182,164.5577,1,Y,Unknown on FPMB?
GX 340+0,40014007001,A,Norma_MOS007,2.26399E+04,248.7099,-47.5553,160.135,,Y,SL and ghost rays
GX 340+0,40014021002,A,Norma_MOS021,3.00406E+04,249.1106,-47.1552,168.0928,2,Y,Strong SL
GX 340+0,40014022001,A,Norma_MOS022,2.90492E+04,249.0348,-46.9576,168.0985,2,Y,Strong SL
GX 340+0,40014023001,A,Norma_MOS023,2.93338E+04,249.2029,-47.1071,168.1,2,Y,Strong SL
GX 340+0,40014024001,A,Norma_MOS024,2.94945E+04,248.8388,-46.9902,168.1169,0,Y,Strong SL (?? on FPMB)
GX 340+0,40014025001,A,Norma_MOS025,2.97876E+04,248.8796,-47.0733,168.1144,0,Y,Strong SL (?? on FPMB)
GX 340+0,40014026001,A,Norma_MOS026,3.04591E+04,249.1206,-46.9072,168.0941,2,Y,Strong SL
GX 340+0,40014027001,A,Norma_MOS027,3.10980E+04,249.161,-47.0089,168.1171,2,Y,Strong SL
GX 340+0,40014028002,A,Norma_MOS028,2.97701E+04,249.0277,-47.1639,168.1544,1,Y,Unknown on FPMB?
GX 340+0,40014029001,A,Norma_MOS029,2.94451E+04,249.9367,-46.8983,168.259,0,Y,Single SL
GX 340+0,40014035001,A,Norma_MOS035,3.98643E+04,250.0454,-46.8713,168.1523,0,Y,Single SL
GX 340+0,80302302004,B,Swift_J1658d2m4242,2.50759E+04,254.582,-42.6809,159.4412,NA,Y,Corner SL for GX 340+0
GX 340+0,80302302006,B,Swift_J1658d2m4242,2.82446E+04,254.5799,-42.6804,161.8368,0,Y,Corner SL for GX 340+0
GX 340+0,80302302008,B,Swift_J1658d2m4242,2.67141E+04,254.5879,-42.6828,163.3074,0,Y,Corner SL for GX 340+0
GX 340+0,80302302010,B,Swift_J1658d2m4242,2.91020E+04,254.5907,-42.6817,167.8524,1,Y,Corner SL for GX 340+0
GX 349+2,30001130002,A,CXOUJ171405d7m381031,8.12703E+04,258.5586,-38.1618,181.5737,0,Y,Multiple overlapping sources
GX 349+2,30201031002,B,HESS_J1713m381,7.85613E+04,258.4917,-38.1924,341.7747,1,Y,Strong SL
GX 349+2,90301324001,A,IGR_J16597m3704,4.22144E+04,254.8387,-37.1367,354.4901,0,Y,"Strong SL (more on FPMB), bad match"
GX 349+2,90301324001,B,IGR_J16597m3704,4.22144E+04,254.8387,-37.1367,354.4901,NA,Y,Both FPMs
GX 349+2,30001130002,B,CXOUJ171405d7m381031,8.12703E+04,258.5586,-38.1618,181.5737,0,Y,Multiple overlapping sources
GX 354+0,80002040002,A,H1743m322,2.82954E+04,266.5661,-32.2542,305.1063,1,Y,"GX 354+0 overlapping with Rapid Burster, edge, plus others"
GX 5-1,30002003002,A,IGRJ17544m2619,1.75332E+04,268.6405,-26.3549,229.9203,,Y,Single
GX 5-1,30002003002,B,IGRJ17544m2619,1.75332E+04,268.6405,-26.3549,229.9203,0,Y,Multiple overlapping sources
GX 5-1,30002003003,A,IGRJ17544m2619,2.62385E+04,268.6255,-26.3695,240.8626,,Y,Single
GX 5-1,40401006002,A,W28,9.68081E+04,270.4389,-23.2552,333.8167,,N,Single
GX 5-1,80201035002,B,TCP_J18102829m2729590,4.72871E+04,272.5871,-27.5185,336.3467,0,Y,Edge of FoV
GX 5-1,80301311002,A,IGR_J17591m2342,2.91678E+04,269.762,-23.7452,334.4676,,Y,Single
GX 5-1,80301311002,B,IGR_J17591m2342,2.91678E+04,269.762,-23.7452,334.4676,0,Y,Multiple (mismatch)
GX 5-1,90001005002,A,IGRJ17544m2619,7.92522E+04,268.6311,-26.3045,155.0719,,Y,"Multiple SL, mismatch in patterns"
GX 5-1,90401331002,A,IGR_J17591m2342,2.70868E+04,269.7446,-23.751,334.454,,N,Single 
GX 5-1,90401331002,B,IGR_J17591m2342,2.70868E+04,269.7446,-23.751,334.454,0,Y,Multiple (mismatch)
GX 5-1,90401333002,A,IGR_J17503m2636,3.91012E+04,267.5537,-26.6328,333.8718,1,Y,Single source (overlapping)
GX 5-1,90401333002,B,IGR_J17503m2636,3.91012E+04,267.5537,-26.6328,333.8718,1,Y,Strong SL
GX 9+1,30102038002,A,SGR_1806m20,3.32443E+04,272.1793,-20.3885,152.164,0,Y,Mostly first source
GX 9+1,30102038002,B,SGR_1806m20,3.32443E+04,272.1793,-20.3885,152.164,0,Y,Strong SL
GX 9+1,30102038004,A,SGR_1806m20,2.86968E+04,272.1349,-20.4437,5.2478,,Y,Single
GX 9+1,30102038009,A,SGR_1806m20,2.98919E+04,272.1872,-20.3861,152.5813,0,Y,Two sources
GX 9+1,30102038009,A,SGR_1806m20,2.98919E+04,272.1872,-20.3861,152.5813,0,Y,Two sources
GX 9+1,30102038009,B,SGR_1806m20,2.98919E+04,272.1872,-20.3861,152.5813,0,Y,Strong SL
GX 9+1,30401004002,A,IGR_J17528m2022,4.34539E+04,268.2184,-20.3805,152.1138,1,Y,SL on both
GX 9+1,30401004002,B,IGR_J17528m2022,4.34539E+04,268.2184,-20.3805,152.1138,1,Y,"SL in both, complex"
GX 9+1,30501023002,A,XTE_J1810m197,9.56642E+04,272.4472,-19.755,333.6642,0,N,Single source
GX 9+1,30501023004,A,XTE_J1810m197,4.32933E+04,272.4536,-19.7529,333.4346,0,N,Single source
GX 9+1,40101012002,A,G11d2m0d3,3.01320E+04,272.7866,-19.3273,88.5961,0,Y,Two sources
GX 9+1,40101012002,B,G11d2m0d3,3.01320E+04,272.7866,-19.3273,88.5961,1,Y,Strong SL
GX 9+1,40101012003,A,G11d2m0d3,3.23579E+04,272.7849,-19.3191,80.5711,0,Y,Single source
GX 9+1,40101012003,B,G11d2m0d3,3.23579E+04,272.7849,-19.3191,80.5711,0,Y,Strong SL
GX 9+1,40101012004,A,G11d2m0d3,3.53405E+04,272.7847,-19.327,72.0415,2,Y,Strong SL
GX 9+1,40101012004,B,G11d2m0d3,3.53405E+04,272.7847,-19.327,72.0415,0,Y,Two SL sources
GX 9+1,40401006002,B,W28,9.68081E+04,270.4389,-23.2552,333.8167,2,N,Strong SL
GX 9+1,80002014002,A,SwiftJ1808d4m1754,4.25000E+04,272.1075,-17.8786,138.7738,0,Y,Strong SL
GX 9+1,80002014002,B,SwiftJ1808d4m1754,4.25000E+04,272.1075,-17.8786,138.7738,0,Y,"Strong SL on both, plus second"
GX 9+1,80202013003,A,XTE_J1810m197,4.09297E+04,272.4949,-19.7018,156.4938,0,Y,Two sources
GX 9+1,80202013003,B,XTE_J1810m197,4.09297E+04,272.4949,-19.7018,156.4938,0,Y,Strong SL
GX 9+1,80202013005,A,XTE_J1810m197,3.89414E+04,272.4947,-19.6937,154.5517,0,Y,Two sources
GX 9+1,80202013005,B,XTE_J1810m197,3.89414E+04,272.4947,-19.6937,154.5517,0,Y,Strong SL
GX 9+1,80301311002,B,IGR_J17591m2342,2.91678E+04,269.762,-23.7452,334.4676,0,Y,Multiple (mismatch)
GX 9+1,90001002002,A,IGRJ17488m2018,1.81721E+04,267.241,-20.333,156.3004,1,Y,Single
GX 9+1,90001002002,B,IGRJ17488m2018,1.81721E+04,267.241,-20.333,156.3004,1,Y,Strong SL
GX 9+1,90201027002,A,G11d2m0d3,9.09432E+04,272.8447,-19.41,67.5242,2,Y,"Multiple, complex, overlapping sources"
GX 9+1,90201027002,B,G11d2m0d3,9.09432E+04,272.8447,-19.41,67.5242,1,Y,"Two sources, weight pattern"
GX 9+1,90301320002,A,NGC_6440,4.44702E+04,267.1807,-20.3923,334.065,0,Y,Strong SL
GX 9+1,90301320002,B,NGC_6440,4.44702E+04,267.1807,-20.3923,334.065,0,Y,Strong
GX 9+1,90401331002,B,IGR_J17591m2342,2.70868E+04,269.7446,-23.751,334.454,0,Y,Multiple (mismatch)
GX 9+9,60002032002,A,PDS_456,4.37640E+04,262.0693,-14.2913,340.6112,0,Y,Strong SL
GX 9+9,60002032004,A,PDS_456,4.29257E+04,262.0647,-14.2783,338.9842,0,Y,Strong SL
GX 9+9,60002032006,A,PDS_456,4.40185E+04,262.0691,-14.2752,337.4768,0,Y,Strong SL
GX 9+9,60002032008,A,PDS_456,5.85134E+04,262.0634,-14.2897,336.7526,0,Y,Strong SL
GX 9+9,60002032010,B,PDS_456,1.09717E+05,262.1036,-14.2338,159.5322,1,Y,Edge SL
GX 9+9,60201020002,B,PDS_456,1.58173E+05,262.1053,-14.2456,155.8315,2,Y,"Strong SL, B only"
GX 9+9,60402007002,A,PDS_456,8.18577E+04,262.0626,-14.2882,336.7405,0,N,Strong SL
GX 9+9,60402007004,A,PDS_456,7.85153E+04,262.0645,-14.2862,336.0072,0,N,Strong SL
GX 9+9,90101008002,A,PDS_456,7.71267E+04,262.0473,-14.2851,349.5735,1,Y,"Strong SL, both FPMs"
GX 9+9,90101008002,B,PDS_456,7.71267E+04,262.0473,-14.2851,349.5735,0,Y,Single
GX 9+9,90101008004,A,PDS_456,4.08855E+04,262.068,-14.2889,348.7153,1,Y,"Strong SL, both FPMs"
GX 9+9,90101008004,B,PDS_456,4.08855E+04,262.068,-14.2889,348.7153,0,Y,Single
GX 9+9,90401329002,B,MAXI_J1727m203,36341.5186,262.1069,-20.4197,3,N,Only in corner of FPMB
H1417-624,30364001002,A,PSR_J1400m6325,2.74439E+04,210.2116,-63.4661,288.3536,0,Y,Unident SL?
H1417-624,30364001002,B,PSR_J1400m6325,2.74439E+04,210.2116,-63.4661,288.3536,2,Y,"Strong, unidentified"
H1417-624,40301005002,B,RCW_86_SW,1.74448E+05,220.2548,-62.6568,252.9213,0,Y,"Strong in B, Unidentified?"
H1417-624,40301005004,B,RCW_86_SW,7.29211E+04,220.3046,-62.685,306.1761,2,Y,"Strong SL, B only, unidentified"
H1705-440 ,30301024002,A,PNE_G343,3.71066E+04,255.3785,-43.1653,299.7251,2,Y,Strong SL (at least two). Corner unknown
IC 4329A,50002043002,A,M83,4.22656E+04,204.22,-29.8676,1.115,0,N,Faint SL edge on both FPMs
IC 4329A,50002043002,B,M83,4.22656E+04,204.22,-29.8676,1.115,0,N,Faint SL on both
IC 4329A,50002043004,A,M83,8.03061E+04,204.227,-29.8743,0.9779,0,N,Faint SL edge on both FPMs
IC 4329A,50002043006,A,M83,4.32143E+04,204.216,-29.8674,5.4283,2,N,Faint SL on both
IC 4329A,50002043006,B,M83,4.32143E+04,204.216,-29.8674,5.4283,0,N,Faint SL on both
IC 4329A,50002043008,A,M83,8.11154E+04,204.3021,-29.8457,175.7648,0,N,Faint SL on A
IC 4329A,50002043010,A,M83,7.06501E+04,204.2388,-29.8792,338.2526,0,N,SL in both
IC 4329A,50002043012,A,M83,1.10469E+05,204.238,-29.879,338.2378,1,N,SL on both A and B
IGR 16320-4751,80202051004,A,PSR_J1622m4950,6.96659E+04,245.7201,-49.8502,239.848,1,Y,"SL in both, unclear what source it is"
IGR 16320-4751,80202051004,B,PSR_J1622m4950,6.96659E+04,245.7201,-49.8502,239.848,1,Y,"SL on both, overlaping, but one strong one?"
IGR J17464-3213,40112003002,B,GCR_Block_B1,5.55343E+04,265.7663,-29.4621,156.2592,1,Y,Strong SL
IGR J17464-3213,40112004001,B,GCR_Block_B2,5.33758E+04,265.8476,-29.4843,156.3702,1,Y,Strong SL
IGR J21247+5058,30460001002,B,1RXS_J21334d1p510725,2.62026E+04,323.4654,51.1078,229.3049,2,Y,Second source + faint SL on B
IGR J21247+5058,30460001002,A,1RXS_J21334d1p510725,2.62026E+04,323.4654,51.1078,229.3049,0,Y,Second source + SL?
IGRJ17498-2921,80101050002,B,GRS_1739m278,4.33830E+04,265.641,-27.7613,338.0784,2,Y,Fainter than GX 3+1
IGRJ17511-3057,80002040004,B,H1743m322,2.81071E+04,266.5381,-32.2641,324.5894,0,Y,Fainter of the two
LMC X-3,30301014002,A,SGR_0526m66,4.70319E+04,81.4999,-66.1,301.4564,0,N,SL in both
LMC X-3,30301014002,B,SGR_0526m66,4.70319E+04,81.4999,-66.1,301.4564,2,N,LMC sources
LMC X-4,30001039002,A, LMC_X1, 40229.4382, 84.8288, -69.7386, 30.9196, 3, Y, X-4 on A and X-2 on both
LMC X-4,40001014002,A,SN1987A,6.88339E+04,84.0136,-69.2271,149.1196,0,N,"LMC stray light. X-4 on A, corner unknown on A"
LMC X-4,40001014003,A,SN1987A,1.36301E+05,83.9595,-69.2378,149.1479,1,N,"LMC stray light. X-4 on A, corner unknown on B"
LMC X-4,40001014012,A,SN1987A,1.93098E+04,83.8251,-69.2257,80.0473,1,N,Edge of FoV SL
LMC X-4,40001014013,A,SN1987A,4.72871E+05,83.8281,-69.2465,80.1206,0,N,Edge SL
LMC X-4,40001014022,A,SN1987A,4.78798E+04,83.8562,-69.2213,111.3463,2,N,"LMC X-4 on A, known edge on both"
LMC X-4,40001014023,A,SN1987A,4.27616E+05,83.8965,-69.2477,111.3708,0,N,"LMC X-4 on A, known edge on both"
LMC X-4,40101010002,B,N132D,6.90002E+04,81.3115,-69.6661,240.7403,2,N,"LMC sources, strong on B"
LMC X-4,40101013002,B,PSR_B0540m69,5.92990E+04,84.9912,-69.3188,48.1574,0,N,Multiple SL in both (LMC sources)
LMC X-4,40101015002,A,30_Dor_C,1.66674E+05,84.0242,-69.2058,141.4325,1,N,"Extended source, SN1987A + unknown on both SL (mismatch)"
LMC X-4,40501004004,A,SN1987A,1.59322E+05,83.7612,-69.2682,47.5379,1,N,LMC SL
LMC X-4,40501004004,B,SN1987A,1.59322E+05,83.7612,-69.2682,47.5379,2,N,LMC sources 
M1812-12,30001140002,B,IGRJ18214m1318,2.62905E+04,275.3068,-13.3388,334.1677,0,Y,"Second source, SL on B?"
MAXI J1348,80402015002,A,MAXI_J1348m630_SLPA178,4.65178E+03,211.1554,-63.2801,176.5021,,N,MAXI J1348 SL
MAXI J1348,80402015002,B,MAXI_J1348m630_SLPA178,4.65178E+03,211.1554,-63.2801,176.5021,NA,N,MAXI J1348 SL
MAXI J1348,80402015004,A,MAXI_J1348m630_SLPA178,9.36950E+03,211.1582,-63.2799,176.5082,,N,MAXI J1348 SL
MAXI J1348,80402015004,B,MAXI_J1348m630_SLPA178,9.36950E+03,211.1582,-63.2799,176.5082,NA,N,MAXI J1348 SL
MAXI J1535,80302310002,A,MAXI_J1535m571_SLPA005,6.18059E+03,230.4197,-57.2227,5.2916,,N,MAXI J1535 SL
MAXI J1535,80302310002,B,MAXI_J1535m571_SLPA005,6.18059E+03,230.4197,-57.2227,5.2916,NA,N,MAXI J1535 SL
MAXI J1535,80302310004,A,MAXI_J1535m571_SLPA005,6.14047E+03,230.3555,-57.2352,7.7915,,N,MAXI J1535 SL
MAXI J1535,80302310004,B,MAXI_J1535m571_SLPA005,6.14047E+03,230.3555,-57.2352,7.7915,NA,N,MAXI J1535 SL
MAXI J1535,80302312001,A,MAXI_J1535m571_SLPA030,9.52806E+03,230.6234,-56.3097,33.2396,,N,MAXI J1535 SL
MAXI J1535,80302312001,B,MAXI_J1535m571_SLPA030,9.52806E+03,230.6234,-56.3097,33.2396,NA,N,MAXI J1535 SL
MAXI J1535,80302312002,A,MAXI_J1535m571_SLPA030,1.28856E+04,230.6219,-56.3123,35.3907,,N,MAXI J1535 SL
MAXI J1535,80302312002,B,MAXI_J1535m571_SLPA030,1.28856E+04,230.6219,-56.3123,35.3907,NA,N,MAXI J1535 SL
MAXI J1535,80402304002,B,MAXI_J1535m571_SLPA177,5.65463E+03,237.2452,-57.2089,357.312,0,,MAXI J1535 SL (Missed?)
MAXI J1535,80402304004,B,MAXI_J1535m571_SLPA177,6.72062E+03,237.2337,-57.2146,357.5005,0,N,MAXI J1535 SL (Missed?)
MAXI J1631-479,30001033002,B,CXOUJ163750d8m465545,5.19864E+04,249.4897,-46.9014,145.8254,0,Y,"Multiple overlapping, AXJ1631.9-4752 is fainter but there..."
MAXI J1820,10402603002,A,MAXI_J1820p070_SLPA130,1.01414E+04,276.3842,8.5652,129.2862,,N,MAXI 1820 SL
MAXI J1820,10402603002,B,MAXI_J1820p070_SLPA130,1.01414E+04,276.3842,8.5652,129.2862,NA,N,MAXI J1820 SL
MAXI J1820,10402604001,A,MAXI_J1820p070_SLPA120,9.77322E+03,275.9886,8.7734,119.2217,,N,MAXI 1820 SL
MAXI J1820,10402604001,B,MAXI_J1820p070_SLPA120,9.77322E+03,275.9886,8.7734,119.2217,NA,N,MAXI J1820 SL
MAXI J1820,10402606002,A,MAXI_J1820p070_SLPA0,6.05102E+03,273.3072,7.1865,359.3641,1,N,MAXI J1820 SL
MAXI J1820,10402606002,B,MAXI_J1820p070_SLPA0,6.05102E+03,273.3072,7.1865,359.3641,0,N,MAXI J1820 SL
MAXI J1820,90401311002,A,MAXI_J1820p070_SLPA155,2.85047E+03,276.7932,7.9697,154.3456,,N,MAXI 1820 SL
MAXI J1820,90401311002,B,MAXI_J1820p070_SLPA155,2.85047E+03,276.7932,7.9697,154.3456,NA,N,MAXI J1820 SL
MAXI J1820,90401311004,A,MAXI_J1820p070_SLPA155,2.80996E+03,276.7927,7.9704,154.3613,,N,MAXI 1820 SL
MAXI J1820,90401311004,B,MAXI_J1820p070_SLPA155,2.80996E+03,276.7927,7.9704,154.3613,NA,N,MAXI J1820 SL
MAXI J1820,90401311006,A,MAXI_J1820p070_SLPA155,2.86572E+03,276.7976,7.9735,154.3404,,N,MAXI 1820 SL
MAXI J1820,90401311006,B,MAXI_J1820p070_SLPA155,2.86572E+03,276.7976,7.9735,154.3404,NA,N,MAXI J1820 SL
MAXI J1820,90401314002,A,MAXI_J1820p070_SLPA140,1.14170E+04,276.4979,8.3772,139.362,,N,MAXI 1820 SL
MAXI J1820,90401314002,B,MAXI_J1820p070_SLPA140,1.14170E+04,276.4979,8.3772,139.362,NA,N,MAXI J1820 SL
NGC 1275,30101021002,A,GK_Per,7.23005E+04,52.8116,43.9331,133.2878,0,Y,Unident SL on edge on both FPMs
NGC 1275,30101021002,B,GK_Per,7.23005E+04,52.8116,43.9331,133.2878,0,Y,"Edge in both, unidentified"
NGC 4151,30601009002,B,NGC_4190_ULX1,7.33433E+04,183.3932,36.6199,27.8717,0,N,Faint SL on B
NGC 4388,60375002002,B,NGC_4501,6.27707E+04,188.0161,14.4433,167.4621,0,N,"Faint, if present?"
NGC 4388,60375002004,A,NGC_4501,5.85328E+04,187.96,14.4132,8.1929,2,N,Definite weak SL on A 
NGC 4388,60467002002,B,SDSSJ1221p1137,2.98502E+04,185.2332,11.6145,8.9079,0,N,"Faint, if present?"
OAO 1657-415,30102054006,B,IGR_J16493m4348,2.15611E+04,252.3469,-43.8361,342.8928,1,Y,Multiple sources
OAO 1657-415,30102054006,A,IGR_J16493m4348,2.15611E+04,252.3469,-43.8361,342.8928,1,Y,Multiple SL sources
OAO 1657-415,30363005002,B,4U_1702m43,2.16977E+04,256.5244,-43.0548,335.4653,0,Y,Weak SL in B
OAO 1657-415,40201001002,B,G346d6m0d2,6.27757E+04,257.5584,-40.1979,148.4452,0,Y,"SL on both, multiple overlapping on B"
OAO 1657-415,40201001002,A,G346d6m0d2,6.27757E+04,257.5584,-40.1979,148.4452,0,Y,Multiple
PSR 1509-58,80101004002,A,HESSJ1507m622_TeV,8.63564E+04,227.2584,-62.1435,139.0082,1,Y,Faint SL on A?
Rapid Burster,80002040002,A,H1743m322,2.82954E+04,266.5661,-32.2542,305.1063,1,Y,"GX 354+0 overlapping with Rapid Burster, edge, plus others"
Rapid Burster,80202012006,A,H_1743m322,6.57091E+04,266.5408,-32.2575,336.8241,2,N,"PSF bleed, lots of overlapping stuff on B, SL on A"
RX J0053.8-7226,30202004002,A,SMC_X1,2.24637E+04,19.3778,-73.4421,211.0112,1,N,Faint SL
RX J0053.8-7226,30202004002,B,SMC_X1,2.24637E+04,19.3778,-73.4421,211.0112,1,N,Faint SL on both
RX J0053.8-7226,30202004004,B,SMC_X1,2.11443E+04,19.3796,-73.4542,221.2206,2,N,Weak SL on B
SAX J1808.4-3658,90101003002,B,1RXS_J180408d9m342058,2.02304E+04,271.0635,-34.3215,158.8439,1,Y,"Strong primary, weak SL"
SLX 1735-269,40112003002,A,GCR_Block_B1,5.55343E+04,265.7663,-29.4621,156.2592,0,Y,"Multiple, strong SL...very faint SLX 1735-269"
SLX 1744-299,60160677002,A,2MASSJ17485512m3254521,2.18014E+04,267.2687,-32.8787,150.0036,2,Y,"Moderate SL, maybe second source overlapping?"
SMC X-1,30361002002,A,SXP_15d3,7.06503E+04,13.1118,-73.3731,288.8469,1,N,Strong Unidentified SL (LMC?)
SMC X-1,30361002004,A,SXP_15d3,5.83512E+04,13.1412,-73.3495,263.2395,0,N,Strong SL on A. Unidentified (LMC source?)
SMC X-1,50311001002,B,SMC_Deep_MOS01,1.53721E+05,13.9298,-72.4391,82.7037,0,N,Multiple point sources and unident SL
