SL Target,SEQID,Module,Primary Target,Exposure (s),RA,DEC,PA,,In old sheet?,Notes
,60370001002,A,NGC_6907,2.41326E+04,306.3026,-24.7812,142.9061,0,N,Background
,60370001002,B,NGC_6907,2.41326E+04,306.3026,-24.7812,142.9061,2,N,Background
,60372001002,A,3C266,4.24907E+04,176.4393,49.7999,138.3268,0,N,Background
,60401002002,A,SDSSJ084135d08p010156d2,4.83738E+04,130.4386,1.0518,192.7243,0,N,Background
,60401002002,B,SDSSJ084135d08p010156d2,4.83738E+04,130.4386,1.0518,192.7243,0,N,Background
,60401012004,A,SDSSJ0825p3002,8.47466E+04,126.2296,30.0256,349.2001,2,N,Second point source
,60401012004,B,SDSSJ0825p3002,8.47466E+04,126.2296,30.0256,349.2001,0,N,Second point source
,60401013002,A,PG_1254p047,9.22876E+04,194.223,4.4359,1.7596,2,N,Background
,60402006002,A,1H_0419m577,6.42161E+04,66.4504,-57.1823,51.2293,0,N,Second point source
,60402006002,B,1H_0419m577,6.42161E+04,66.4504,-57.1823,51.2293,0,N,Multiple point sources
,60402008004,A,SWIFT_J2127d4p5654,7.15676E+04,321.9065,56.9703,88.7764,2,N,Background
,60462005002,B,SWIFTJ1008d6p3735,1.81236E+04,152.2441,37.5887,3.8516,1,N,Second point source
,60463043002,A,HB89m1354p195,2.17652E+04,209.2299,19.3083,17.2198,2,N,Background
,60463043002,B,HB89m1354p195,2.17652E+04,209.2299,19.3083,17.2198,0,N,Background
,60463061002,A,IGRJ17476m2253,2.60974E+04,266.8978,-22.8551,155.6305,1,Y,Faint SL on B
,60463067002,A,2XMMJ185348d4m010229,2.15668E+04,283.4751,-1.0176,162.7899,0,Y,Background
,60463067002,B,2XMMJ185348d4m010229,2.15668E+04,283.4751,-1.0176,162.7899,1,Y,Background
,60464148002,A,SWIFTJ1809d6m4585,2.46951E+04,272.4388,-45.8445,166.7428,2,N,Second point source
,60464148002,B,SWIFTJ1809d6m4585,2.46951E+04,272.4388,-45.8445,166.7428,2,N,Second point source
,60466002002,A,M87,2.10818E+04,187.6821,12.3871,20.4343,2,N,"Extended source, no SL"
,60466002002,B,M87,2.10818E+04,187.6821,12.3871,20.4343,2,N,"Extended source, no SL"
,60468002002,A,ESO_317mG041,3.07256E+04,157.8161,-42.0881,348.9782,0,N,Multiple point sources
,60468002002,B,ESO_317mG041,3.07256E+04,157.8161,-42.0881,348.9782,0,N,Multiple point sources
,60501016002,A,3C_264,5.54565E+04,176.2348,19.5824,347.8199,2,N,Background
,60501016002,B,3C_264,5.54565E+04,176.2348,19.5824,347.8199,1,N,Background
,60501018002,A,NGC_4388,5.03598E+04,186.4721,12.6836,177.9112,1,N,Background
,60501018002,B,NGC_4388,5.03598E+04,186.4721,12.6836,177.9112,1,N,Background
,60502004002,A,MCG_03_58_007,4.10260E+04,342.4189,-19.2245,129.1113,0,N,Second source
,60502004002,B,MCG_03_58_007,4.10260E+04,342.4189,-19.2245,129.1113,1,N,Second source
,60502004008,A,MCG_03_58_007,4.19090E+04,342.4162,-19.2391,134.9651,0,N,Background
,60502004008,B,MCG_03_58_007,4.19090E+04,342.4162,-19.2391,134.9651,2,Y,Background
,60502010002,A,M87,2.35487E+04,187.6749,12.4052,73.763,2,N,"Extended source, no SL"
,60502010002,B,M87,2.35487E+04,187.6749,12.4052,73.763,0,N,"Extended source, no SL"
,60502010004,A,M87,2.08988E+04,187.6806,12.4007,67.9736,1,N,"Extended source, no SL"
,60502010004,B,M87,2.08988E+04,187.6806,12.4007,67.9736,0,N,"Extended source, no SL"
,60502053006,A,TXS_0506p056,2.04207E+04,77.3889,5.7024,208.3639,0,N,Background
,70001000002,A,Coma_center,5.99540E+04,194.9588,27.9575,5.3662,0,N,"Extended source, no SL"
,70001000002,B,Coma_center,5.99540E+04,194.9588,27.9575,5.3662,1,N,"Extended source, no SL"
,70001053002,A,Abell2256,1.02277E+05,255.9702,78.6158,145.8203,2,N,"Extended source, no SL"
,70001054001,A,Abell2256_NW,9.80662E+03,255.9144,78.7498,145.7831,0,N,"Extended source, no SL"
,70001054001,B,Abell2256_NW,9.80662E+03,255.9144,78.7498,145.7831,0,N,"Extended source, no SL"
,70001054003,A,Abell2256_NW,3.13627E+04,255.9067,78.7481,145.7896,0,N,"Extended source, no SL"
,70001054003,B,Abell2256_NW,3.13627E+04,255.9067,78.7481,145.7896,0,N,"Extended source, no SL"
,70001054005,A,Abell2256_NW,6.23765E+04,255.8181,78.7406,145.7981,0,N,"Extended source, no SL"
,70001054005,B,Abell2256_NW,6.23765E+04,255.8181,78.7406,145.7981,0,N,"Extended source, no SL"
,70001060002,A,Abell2256_NW2,7.69407E+04,255.4169,78.6901,99.9368,1,N,"Extended source, no SL"
,70001060002,B,Abell2256_NW2,7.69407E+04,255.4169,78.6901,99.9368,1,N,"Extended source, no SL"
,70023001002,A,Coma_MOS001,3.19966E+04,195.1464,27.9226,189.1577,0,N,"Extended source, no SL"
,70023001002,B,Coma_MOS001,3.19966E+04,195.1464,27.9226,189.1577,0,N,"Extended source, no SL"
,70023002002,A,Coma_MOS002,2.70101E+04,194.9635,27.7786,189.1606,0,N,"Extended source, no SL"
,70023002002,B,Coma_MOS002,2.70101E+04,194.9635,27.7786,189.1606,1,N,"Extended, no SL"
,70023003002,A,Coma_MOS003,3.09231E+04,195.1843,28.0763,188.1797,0,N,"Extended source, no SL"
,70023003002,B,Coma_MOS003,3.09231E+04,195.1843,28.0763,188.1797,0,N,"Extended source, no SL"
,70023004001,A,Coma_MOS004,3.01728E+04,194.6429,27.8493,187.177,1,N,"Extended source, no SL"
,70023004001,B,Coma_MOS004,3.01728E+04,194.6429,27.8493,187.177,0,N,"Extended source, no SL"
,70023005001,B,Coma_MOS005,3.03849E+04,194.4838,27.8626,187.1671,2,N,"Extended source, no SL"
,70023006002,A,Coma_MOS006,3.09209E+04,195.012,28.1005,186.1704,2,N,"Extended source, no SL"
,70023006002,B,Coma_MOS006,3.09209E+04,195.012,28.1005,186.1704,1,N,"Extended source, no SL"
,70023007001,A,Coma_MOS007,3.01132E+04,194.8042,27.9369,186.1524,2,N,Extended source.
,70023007001,B,Coma_MOS007,3.01132E+04,194.8042,27.9369,186.1524,0,N,"Extended source, no SL"
,70023008001,A,Coma_MOS008,3.00454E+04,194.8398,28.0802,185.1503,2,N,"Extended source, no SL"
,70023008001,B,Coma_MOS008,3.00454E+04,194.8398,28.0802,185.1503,1,N,"Extended source, no SL"
,70023009001,A,Coma_MOS009,3.05735E+04,194.6693,28.011,185.1456,0,N,Extended source
,70023009001,B,Coma_MOS009,3.05735E+04,194.6693,28.011,185.1456,0,N,"Extended source, no SL"
,70023011002,A,Coma_MOS011,3.24995E+04,195.1253,27.7869,182.1388,2,N,"Extended source, no SL"
,70023011002,B,Coma_MOS011,3.24995E+04,195.1253,27.7869,182.1388,0,N,"Extended source, no SL"
,70023012001,A,Coma_MOS012,3.24270E+04,194.8034,27.8138,182.141,0,N,"Extended source, no SL"
,70023012001,B,Coma_MOS012,3.24270E+04,194.8034,27.8138,182.141,1,N,"Extended, no SL"
,70023013002,B,Coma_MOS013,3.23745E+04,194.6103,27.7177,181.1452,1,N,"Extended source, no SL"
,70023014001,B,Coma_MOS014,2.94409E+04,194.7011,28.1466,181.1368,1,N,"Extended source, no SL"
,70101002002,A,Abell_2163,1.16670E+05,243.941,-6.1585,159.5104,0,N,"Extended source, no SL"
,70101002002,B,Abell_2163,1.16670E+05,243.941,-6.1585,159.5104,0,N,"Exended, no SL"
,70102001002,A,Abell_523,1.05811E+05,74.761,8.7892,335.6763,0,N,"Extended source, no SL"
,70102001004,A,Abell_523,1.02951E+05,74.762,8.7947,336.8304,0,N,"Extended source, no SL"
,70201001002,A,Abell_754_Shock,1.23806E+05,137.424,-9.6895,201.9901,0,N,"Extended source, no SL"
,70201001002,B,Abell_754_Shock,1.23806E+05,137.424,-9.6895,201.9901,0,N,"Extended source, no SL"
,70201002002,A,Abell_665,9.99139E+04,127.5918,65.8929,331.2261,0,N,Extended source
,70201002002,B,Abell_665,9.99139E+04,127.5918,65.8929,331.2261,2,N,"Extended source, no SL"
,70201003002,A,Abell_665_Pos2,9.81547E+04,127.6087,65.8563,331.2339,0,N,Extended source
,70201003002,B,Abell_665_Pos2,9.81547E+04,127.6087,65.8563,331.2339,0,N,Extended source
,70301003002,A,Ophiuchus_Cluster_2,1.21624E+05,258.17,-23.4884,158.7126,1,Y,Extended source.
,70301003002,B,Ophiuchus_Cluster_2,1.21624E+05,258.17,-23.4884,158.7126,1,Y,"Extended source, no SL"
,70401001002,A,A2146,2.64834E+05,239.1519,66.3332,245.2022,0,N,"Extended source, no SL"
,70401001002,B,A2146,2.64834E+05,239.1519,66.3332,245.2022,0,N,"Extended source, no SL"
,70601002002,A,ABELL_2319,1.33940E+05,290.2955,43.9333,77.1436,1,N,"Extended source, no SL"
,70601002002,B,ABELL_2319,1.33940E+05,290.2955,43.9333,77.1436,1,N,"Extended source, no SL"
,80001002002,A,RXJ0520d5m6932,2.77583E+04,80.0919,-69.5331,280.7768,1,N,"PSF bleed, no SL (pointing issue?)"
,80001002002,B,RXJ0520d5m6932,2.77583E+04,80.0919,-69.5331,280.7768,1,N,"PSF bleed, no SL"
,80001002004,A,RXJ0520d5m6932,3.32409E+04,80.1241,-69.5727,283.2366,2,N,"PSF bleed, maybe some SL?"
,80001002004,B,RXJ0520d5m6932,3.32409E+04,80.1241,-69.5727,283.2366,1,N,Maybe SL on A?
,80001005002,A,GS1826m238,1.32352E+04,277.3586,-23.7796,204.5027,1,Y,"PSF bleed, no SL"
,80001005002,B,GS1826m238,1.32352E+04,277.3586,-23.7796,204.5027,1,Y,"Weird source location, no SL"
,80001005003,A,GS1826m238,3.86786E+04,277.4053,-23.8099,204.5008,1,Y,"PSF bleed, no SL"
,80001005003,B,GS1826m238,3.86786E+04,277.4053,-23.8099,204.5008,2,Y,"PSF bleed, no SL"
,80001011002,B,4U1820m30,1.80391E+03,275.8973,-30.4013,300.9498,1,Y,PSF bleed
,80001012002,A,4U1728m34,2.73224E+04,262.9634,-33.852,339.9252,2,N,PSF bleed
,80001012002,B,4U1728m34,2.73224E+04,262.9634,-33.852,339.9252,2,Y,PSF bleed
,80001012004,A,4U1728m34,2.63421E+04,262.9521,-33.8687,339.9585,2,N,PSF bleed
,80001012004,B,4U1728m34,2.63421E+04,262.9521,-33.8687,339.9585,2,Y,PSF bleed
,80001013002,A,GX339_4,3.50932E+04,255.7038,-48.7911,326.7782,2,Y,"PSF bleed, no SL"
,80001013004,A,GX339_4,2.07962E+04,255.6851,-48.8086,329.2568,0,Y,"PSF bleed, no SL"
,80001013004,B,GX339_4,2.07962E+04,255.6851,-48.8086,329.2568,2,Y,PSF bleed
,80001013006,A,GX339_4,2.31543E+04,255.6931,-48.8106,333.0369,2,N,"PSF bleed, no SL"
,80001013006,B,GX339_4,2.31543E+04,255.6931,-48.8106,333.0369,2,Y,"PSF bleed, no SL"
,80001013008,A,GX339_4,4.31932E+04,255.6769,-48.8115,337.3895,0,Y,"PSF bleed, no SL"
,80001013008,B,GX339_4,4.31932E+04,255.6769,-48.8115,337.3895,2,Y,"PSF bleed, no SL"
,80001016002,A,1A_0535p262,2.14161E+04,84.7062,26.2893,334.4195,1,Y,"PSF bleed, no SL"
,80001016002,B,1A_0535p262,2.14161E+04,84.7062,26.2893,334.4195,1,Y,"PSF bleed, no SL"
,80001016004,A,1A_0535p262,2.97159E+04,84.6926,26.2802,334.4831,2,Y,"PSF bleed, no SL"
,80001040002,A,1RXSJ180408d9m342058,3.78198E+04,271.0573,-34.3237,150.6151,1,Y,"PSF bleed, no SL"
,80001040002,B,1RXSJ180408d9m342058,3.78198E+04,271.0573,-34.3237,150.6151,2,Y,"PSF bleed, no SL"
,80001040004,A,1RXSJ180408d9m342058,2.56489E+04,271.0658,-34.3215,156.1694,2,Y,"PSF bleed, no SL"
,80001040004,B,1RXSJ180408d9m342058,2.56489E+04,271.0658,-34.3215,156.1694,0,Y,"PSF bleed, no SL"
,80001043002,A,Aql_X1,7.26357E+04,287.8022,0.5687,332.6556,2,Y,Background
,80001043002,B,Aql_X1,7.26357E+04,287.8022,0.5687,332.6556,1,Y,Background
,80001044002,A,H1743m322,5.04497E+04,266.5531,-32.2383,335.7553,1,Y,PSF bleed (SL on FPMB...)
,80001044004,A,H1743m322,6.12842E+04,266.5483,-32.2412,336.5288,2,Y,"PSF bleed, second point source, no SL"
,80001044006,A,H1743m322,2.56694E+04,266.5326,-32.2508,338.8013,0,Y,"PSF bleed, no SL"
,80002012002,B,V4641_Sgr,2.40454E+04,274.8958,-25.3668,150.4689,1,Y,"SL on A, PSF bleed on B"
,80002015002,A,KS1947p300,1.83575E+04,297.376,30.1698,325.3777,1,Y,"PSF Bleed, No SL"
,80002015002,B,KS1947p300,1.83575E+04,297.376,30.1698,325.3777,0,Y,"PSF bleed, no SL"
,80002015004,A,KS1947p300,1.85884E+04,297.401,30.1561,299.9541,1,Y,PSF Bleed
,80002015004,B,KS1947p300,1.85884E+04,297.401,30.1561,299.9541,1,N,PSF bleed
,80002015006,A,KS1947p300,2.72851E+04,297.4096,30.1735,285.5416,1,Y,"PSF Bleed, No SL"
,80002015006,B,KS1947p300,2.72851E+04,297.4096,30.1735,285.5416,0,Y,"PSF bleed, no SL"
,80002016002,A,Cep_X4,4.04179E+04,324.8859,57.0067,115.075,0,Y,"PSF bleed, no SL"
,80002016002,B,Cep_X4,4.04179E+04,324.8859,57.0067,115.075,1,Y,"PSF bleed, no SL"
,80002017002,B,GRO_J1744m28,2.86689E+04,266.176,-28.7049,152.6024,0,Y,PSF Bleed
,80002019002,A,V745_Sco,2.25806E+04,268.8803,-33.2096,148.62,1,Y,Background
,80002019002,B,V745_Sco,2.25806E+04,268.8803,-33.2096,148.62,2,Y,Background
,80002092006,A,SN2014J,3.09525E+05,148.8511,69.7064,80.937,1,N,"Multiple sources, background"
,80002092006,B,SN2014J,3.09525E+05,148.8511,69.7064,80.937,0,N,Multiple point sources
,80002092009,A,SN2014J,1.14894E+05,148.8538,69.6884,63.449,0,N,Background
,80002092009,B,SN2014J,1.14894E+05,148.8538,69.6884,63.449,1,N,Multiple point sources
,80101003002,A,HESSJ1832m093_TeV,8.07531E+04,278.2104,-9.3452,152.854,1,Y,Multiple point sources (paper claims SL?)
,80101003002,B,HESSJ1832m093_TeV,8.07531E+04,278.2104,-9.3452,152.854,1,Y,Lots of point sources
,80102002008,A,V0332p53,1.80626E+04,53.7544,53.2034,119.3628,1,N,"PSF bleed, no SL"
,80102002008,B,V0332p53,1.80626E+04,53.7544,53.2034,119.3628,1,N,"PSF bleed, no SL"
,80102002010,A,V0332p53,2.08306E+04,53.7496,53.1986,116.5598,2,N,"PSF bleed, no SL"
,80102002010,B,V0332p53,2.08306E+04,53.7496,53.1986,116.5598,2,N,PSF bleed
,80102011002,A,GX339m4,2.16369E+04,255.681,-48.8105,334.4392,1,Y,"PSF bleed, no SL"
,80102011002,B,GX339m4,2.16369E+04,255.681,-48.8105,334.4392,2,Y,"PSF bleed, no SL"
,80102011004,A,GX339m4,1.83027E+04,255.6617,-48.8082,337.5641,0,Y,"PSF bleed, no SL"
,80102011004,B,GX339m4,1.83027E+04,255.6617,-48.8082,337.5641,1,Y,"PSF Bleed, no SL"
,80102011006,A,GX339m4,1.97990E+04,255.6693,-48.8045,337.5992,2,N,"PSF bleed, no SL"
,80102011006,B,GX339m4,1.97990E+04,255.6693,-48.8045,337.5992,0,Y,PSF bleed
,80102011008,A,GX339m4,2.14679E+04,255.6815,-48.806,340.8154,2,Y,"PSF bleed, no SL"
,80102048002,A,PSR_J1119m6127,5.43580E+04,169.7403,-61.4573,26.0447,1,Y,Background
,80102048002,B,PSR_J1119m6127,5.43580E+04,169.7403,-61.4573,26.0447,2,N,Background
,80202006002,A,NGC_3783,2.56600E+04,174.7838,-37.7276,170.0387,1,N,Background
,80202006002,B,NGC_3783,2.56600E+04,174.7838,-37.7276,170.0387,2,N,Background
,80202006004,B,NGC_3783,2.53669E+04,174.7885,-37.7274,176.1597,0,N,High background
,80202012002,B,H_1743m322,6.58626E+04,266.5889,-32.2166,155.2824,1,Y,"PSF bleed, no SL"
,80202012004,B,H_1743m322,6.56881E+04,266.5989,-32.2165,155.5985,1,Y,"PSF bleed, no SL"
,80202014006,B,IGRJ17091m3624,4.83929E+04,257.3225,-36.3868,164.4916,1,Y,Faint
,80202014006,A,IGRJ17091m3624,4.83929E+04,257.3225,-36.3868,164.4916,0,N,"PSD Bleed, no SL"
,80202015002,A,IGRJ17091m3624,3.91127E+04,257.3053,-36.3782,176.0979,2,Y,
,80202027002,B,GRO_J1744m28,2.88227E+04,266.1676,-28.7043,153.0917,1,Y,No SL
,80202029004,B,SN2016jbu,8.09189E+04,114.0076,-69.5448,19.9401,0,N,Background
,80301307002,A,FRB_121102,1.72851E+04,83.0333,33.1793,153.4688,1,N,Background
,80301307004,A,FRB_121102,1.73929E+04,83.0348,33.1784,153.3114,0,N,Elevated background??
,80301307004,B,FRB_121102,1.73929E+04,83.0348,33.1784,153.3114,1,N,Elevated background??
,80301307010,A,FRB_121102,1.87448E+04,83.0177,33.1649,152.2297,2,N,Elevated background?
,80301307010,B,FRB_121102,1.87448E+04,83.0177,33.1649,152.2297,1,N,High background
,80301601002,A,NGC_1566,5.68357E+04,64.9763,-54.9062,92.9172,1,Y,Background
,80301601002,B,NGC_1566,5.68357E+04,64.9763,-54.9062,92.9172,1,N,Background
,80302302006,A,Swift_J1658d2m4242,2.82446E+04,254.5799,-42.6804,161.8368,1,Y,PSF bleed (but SL on FPMB)
,80302302008,A,Swift_J1658d2m4242,2.67141E+04,254.5879,-42.6828,163.3074,1,Y,PSF bleed (but SL on FPMB)
,80302302010,A,Swift_J1658d2m4242,2.91020E+04,254.5907,-42.6817,167.8524,2,N,PSF bleed (cool one)
,80302304004,A,GX_339m4,1.79823E+04,255.6366,-48.8046,2.3965,0,Y,"PSF bleed, no SL"
,80302304004,B,GX_339m4,1.79823E+04,255.6366,-48.8046,2.3965,1,N,PSF bleed
,80302304005,A,GX_339m4,1.89211E+04,255.6454,-48.7984,8.6638,0,Y,"PSF bleed, no SL"
,80302304005,B,GX_339m4,1.89211E+04,255.6454,-48.7984,8.6638,2,N,"PSF bleed, no SL"
,80401312002,A,GRS_1915p105,2.61665E+04,288.7778,10.9768,107.4858,1,Y,PSF bleed
,80401312002,B,GRS_1915p105,2.61665E+04,288.7778,10.9768,107.4858,1,Y,PSF bleed
,80402303002,A,MAXI_J1813m095,2.05448E+04,273.4111,-9.5138,158.7707,0,Y,"PSF bleed, no SL"
,80402303002,B,MAXI_J1813m095,2.05448E+04,273.4111,-9.5138,158.7707,1,Y,PSF bleed (maybe faint SL from M1812-12)
,80402303004,A,MAXI_J1813m095,2.04320E+04,273.412,-9.5133,157.1738,1,Y,"PSF bleed, no SL"
,80402303004,B,MAXI_J1813m095,2.04320E+04,273.412,-9.5133,157.1738,1,N,"PSF Bleed, no SL"
,80402303006,A,MAXI_J1813m095,2.32361E+04,273.4054,-9.5139,152.7339,0,Y,"PSF bleed, no SL"
,80402303006,B,MAXI_J1813m095,2.32361E+04,273.4054,-9.5139,152.7339,1,N,"PSF Bleed, no SL"
,80502303004,A,EXO_1846m031,2.26568E+04,282.2908,-3.1005,344.621,1,N,PSF bleed
,80502303004,B,EXO_1846m031,2.26568E+04,282.2908,-3.1005,344.621,1,N,PSF Bleed
,80502303008,A,EXO_1846m031,2.40832E+04,282.2949,-3.1078,324.6046,1,N,"PSF bleed, no SL"
,80502303008,B,EXO_1846m031,2.40832E+04,282.2949,-3.1078,324.6046,2,N,PSF bleed
,80502324002,A,MAXI_J0637m430,3.67985E+04,99.1345,-42.8426,187.9759,2,N,"PSF bleed, no SL"
,80502324002,B,MAXI_J0637m430,3.67985E+04,99.1345,-42.8426,187.9759,0,N,PSF bleed
,80502324004,A,MAXI_J0637m430,6.77375E+04,99.1467,-42.8489,196.2944,2,N,"PSF bleed, no SL"
,80502325002,A,GX_339m4,1.80010E+04,255.7375,-48.7501,152.1109,2,N,"PSF bleed, no SL"
,80502325002,B,GX_339m4,1.80010E+04,255.7375,-48.7501,152.1109,0,N,PSF bleed
,80502325004,A,GX_339m4,2.03024E+04,255.7291,-48.7559,156.521,1,N,"PSF bleed, no SL"
,80502325004,B,GX_339m4,2.03024E+04,255.7291,-48.7559,156.521,0,N,PSF bleed
,80502325006,A,GX_339m4,2.15464E+04,255.7353,-48.7602,171.1588,1,N,"PSF bleed, no SL"
,80502325006,B,GX_339m4,2.15464E+04,255.7353,-48.7602,171.1588,2,N,PSF bleed
,80502325008,A,GX_339m4,2.23955E+04,255.7437,-48.7578,181.4432,2,N,"PSF bleed, no SL"
,80502636006,A,Mrk_335,4.58235E+04,1.5908,20.2401,129.118,1,N,Background
,80502636006,B,Mrk_335,4.58235E+04,1.5908,20.2401,129.118,0,N,Background
,80602313006,A,SGR1935p2154,3.14023E+04,293.7149,21.932,99.6695,1,N,Background
,80602313006,B,SGR1935p2154,3.14023E+04,293.7149,21.932,99.6695,0,N,Background
,90001010002,A,XTE_J1859p083,1.98386E+04,284.7785,8.2742,151.4257,1,Y,"PSF bleed, no SL"
,90002002002,A,4U1608m52,3.46750E+04,243.123,-52.4292,11.1122,2,N,"PSF bleed, no SL"
,90002002002,B,4U1608m52,3.46750E+04,243.123,-52.4292,11.1122,2,Y,"PSF bleed, no SL"
,90101002002,A,2S_1553m542,2.74151E+04,239.4959,-54.4051,188.9071,1,Y,"PSF bleed, no SL"
,90101002002,B,2S_1553m542,2.74151E+04,239.4959,-54.4051,188.9071,0,Y,PSF bleed
,90101003002,A,1RXS_J180408d9m342058,2.02304E+04,271.0635,-34.3215,158.8439,1,Y,PSF bleed (but SL on FPMB)
,90101005002,A,M82,3.74088E+04,148.9232,69.6533,313.9393,0,N,Background
,90101005002,B,M82,3.74088E+04,148.9232,69.6533,313.9393,1,N,"Extended source, no SL"
,90101006004,A,GS_1354m645,2.97009E+04,209.4785,-64.7579,336.4939,2,Y,"PSF bleed, no SL"
,90101006004,B,GS_1354m645,2.97009E+04,209.4785,-64.7579,336.4939,2,Y,"PSF bleed, no SL"
,90101006006,A,GS_1354m645,3.53473E+04,209.4728,-64.7432,356.5309,2,Y,"PSF bleed, no SL"
,90101006006,B,GS_1354m645,3.53473E+04,209.4728,-64.7432,356.5309,0,Y,"PSF bleed, no SL"
,90101009002,A,Rapid_Burster,4.66489E+04,263.3231,-33.403,340.4116,2,Y,PSF bleed (something on FPMB edge)
,90101012002,A,AX_J1745d6m2901,4.51137E+04,266.3794,-29.0565,331.6388,1,Y,PSF bleed (SL on FPMB)
,90101017002,B,SMC_X2,2.67202E+04,13.7404,-73.7067,256.7489,2,N,SL (SMC source?)
,90101022002,B,Swift_J174540d7m290015,3.38493E+04,266.4425,-28.9864,152.7714,2,Y,PSF Bleed
,90102002002,A,Her_X1,2.24690E+04,254.4181,35.3313,7.6811,0,N,"PSD Bleed, no SL"
,90102002002,B,Her_X1,2.24690E+04,254.4181,35.3313,7.6811,2,N,"PSF bleed, no SL"
,90102003002,B,SAX_J1808d4m3658,4.92678E+04,272.1324,-36.9541,159.4761,0,Y,"SL on A, PSF bleed on B"
,90102007005,A,V404_Cyg,2.45781E+04,305.9785,33.9029,91.9073,0,N,Background
,90102007005,B,V404_Cyg,2.45781E+04,305.9785,33.9029,91.9073,0,Y,PSF bleed?
,90102007007,A,V404_Cyg,2.63425E+04,305.9708,33.9017,86.8026,1,Y,Background
,90102007007,B,V404_Cyg,2.63425E+04,305.9708,33.9017,86.8026,2,Y,Background
,90102007009,A,V404_Cyg,1.02733E+05,305.9863,33.8938,82.3232,2,Y,Background
,90102007009,B,V404_Cyg,1.02733E+05,305.9863,33.8938,82.3232,2,Y,Background
,90102007011,A,V404_Cyg,4.76852E+04,305.9886,33.8769,68.331,2,N,Background
,90102007011,B,V404_Cyg,4.76852E+04,305.9886,33.8769,68.331,1,N,Background
,90102007013,A,V404_Cyg,5.02257E+04,306.019,33.8476,277.7698,1,Y,Background
,90102007013,B,V404_Cyg,5.02257E+04,306.019,33.8476,277.7698,0,Y,Background
,90102007015,A,V404_Cyg,5.95874E+04,306.0203,33.8478,264.0893,0,Y,Background
,90102007015,B,V404_Cyg,5.95874E+04,306.0203,33.8478,264.0893,1,Y,Background
,90102014002,A,SMC_X2,2.45101E+04,13.7791,-73.6703,232.894,0,N,"PSF bleed, no SL"
,90102014002,B,SMC_X2,2.45101E+04,13.7791,-73.6703,232.894,0,N,PSF bleed
,90102014004,B,SMC_X2,2.30589E+04,13.7443,-73.695,248.5767,0,N,"PSF bleed, SL on A"
,90201017002,A,H1658m298,2.67719E+04,255.5523,-29.9204,167.556,1,Y,"PSF bleed, no SL"
,90201021002,A,Kepler,1.26668E+05,262.6953,-21.4835,158.1508,1,Y,"Extended source, edge of B has SL"
,90201021004,A,Kepler,5.12962E+04,262.6853,-21.4422,156.0794,0,Y,"Second point source, maybe SL on B"
,90201021006,B,Kepler,5.44722E+04,262.6367,-21.5485,336.3852,0,Y,"Extended, maybe SL on A, but faint"
,90201021008,A,Kepler,4.20600E+04,262.665,-21.4253,147.8323,1,Y,Second point source
,90201021008,B,Kepler,4.20600E+04,262.665,-21.4253,147.8323,2,Y,Second point source
,90201025002,A,1RXS_J170930d2m263927,1.77303E+04,257.4047,-26.6769,241.4783,1,Y,"PSF bleed, no SL"
,90201025002,B,1RXS_J170930d2m263927,1.77303E+04,257.4047,-26.6769,241.4783,0,Y,"PSF bleed, no SL"
,90201025003,A,1RXS_J170930d2m263927,2.04411E+04,257.397,-26.6712,248.214,2,Y,PSF bleed
,90201025003,B,1RXS_J170930d2m263927,2.04411E+04,257.397,-26.6712,248.214,2,Y,PSF Bleed
,90201026002,B,SWIFT_J174540d2m290037,4.90257E+04,266.4368,-28.9935,193.8349,1,Y,PSF bleed
,90201034002,A,Circinus_ULX5,4.98119E+04,213.102,-65.3953,6.1176,2,Y,Second point source
,90201034002,B,Circinus_ULX5,4.98119E+04,213.102,-65.3953,6.1176,1,N,Multiple point sources
,90201035002,A,SMC_X3,2.17369E+04,13.1103,-72.4252,190.2844,2,N,"PSF bleed, second point source"
,90201035002,B,SMC_X3,2.17369E+04,13.1103,-72.4252,190.2844,2,N,Second point source
,90201039002,A,IC342_X1,4.91726E+04,56.4568,68.1026,103.5983,0,N,Multiple point sources
,90201039002,B,IC342_X1,4.91726E+04,56.4568,68.1026,103.5983,2,N,Multiple point sources
,90201048002,A,SwiftJ1753d5m0127,4.77913E+04,268.3878,-1.4376,164.9601,0,Y,PSF bleed
,90202016002,A,SAX_J2103d5p4545,2.29670E+04,315.9217,45.7581,170.0627,2,N,"PSF bleed, no SL"
,90202016002,B,SAX_J2103d5p4545,2.29670E+04,315.9217,45.7581,170.0627,2,N,"PSF bleed, no SL"
,90202031002,A,V0332p53,2.52364E+04,53.7763,53.1859,153.4395,2,N,"PSF bleed, no SL"
,90202032002,A,1E1048d1m5937,5.50795E+04,162.4868,-59.8846,38.2941,0,N,Background
,90202032002,B,1E1048d1m5937,5.50795E+04,162.4868,-59.8846,38.2941,0,N,Background
,90202044002,A,CTA_102,2.62108E+04,338.1444,11.7138,302.3997,2,N,PSF bleed
,90202046002,A,3C_84,2.23669E+04,49.9488,41.4971,324.8059,1,Y,"Extended source, no SL"
,90202046002,B,3C_84,2.23669E+04,49.9488,41.4971,324.8059,1,Y,"Extended source, no SL"
,90202046004,A,3C_84,2.81688E+04,49.9226,41.4878,323.4676,1,Y,"Extended source, no SL"
,90202046004,B,3C_84,2.81688E+04,49.9226,41.4878,323.4676,1,Y,"Extended source, no SL"
